TRAIN,LABELS
cuanto,cuanto
a,a
la,la
q,que
vm,vm
me,me
pone,pone
q,que
yo,yo
e,he
dycho,dicho
q,que
me,me
hazya,hacía
malcasada,malcasada
byen,bien
sabe,sabe
dyos,dios
q,que
por,por
la,la
ymajynasyon,imaginación
tal,tal
cosa,cosa
me,me
a,ha
pasado,pasado
no,no
dygo,digo
dezyrlo,decirlo
mas,mas
por,por
el,el
pensamyento,pensamiento
porq,porque
estava,estaba
yo,yo
tan,tan
confyada,confiada
de,de
la,la
mrd,merced
q,que
de,de
los,los
de,de
vm,vm
syenpre,siempre
rrezyvy,recibí
deseandome,deseándome
el,el
byen,bien
q,que
my,mi
boluntad,voluntad
merezya,merecía
de,de
servyr,servir
a,a
vm,vm
q,que
de,de
esta,ésta
podra,podrá
vm,vm
asygurarse,asegurarse
q,que
es,es
bonysyma,bonísima
y,y
syenpre,siempre
lo,lo
sera,será
de,de
servylle,servirle
en,en
todas,todas
las,las
cosas,cosas
q,que
se,se
le,le
ofrezyeren,ofrecieren
de,de
q,que
las,las
de,de
su,su
hazyenda,hacienda
de,de
vm,vm
se,se
bayan,vayan
ponyendo,poniendo
tan,tan
byen,bien
q,que
vm,vm
aya,haya
conprado,comprado
tan,tan
buen,buen
juro,juro
me,me
e,he
olgado,holgado
en,en
estremo,extremo
y,y
me,me
a,ha
pesado,pesado
en,en
el,el
alma,alma
q,que
don,don
ju,juan
no,no
aya,haya
podydo,podido
cumplyr,cumplir
con,con
vm,vm
el,él
ba,va
con,con
el,el
cardenal,cardenal
q,que
estara,estará
ay,ahí
pa,para
fyn,fin
de,de
setyenbre,septiembre
y,y
dara,dará
orden,orden
u,o
de,de
arazena,aracena
u,o
de,de
la,la
hazyenda,hacienda
q,que
ay,ahí
tenemos,tenemos
q,que
se,se
page,pague
a,a
vm,vm
como,como
es,es
rrazon,razón
arto,harto
gde,grande
la,la
tyene,tiene
vm,vm
de,de
dezyrme,decirme
el,el
contento,contento
q,que
sera,será
pa,para
my,mí
ber,ver
a,a
vm,vm
por,por
esta,esta
tyerra,tierra
dyos,dios
se,se
lo,lo
de,dé
a,a
vm,vm
y,y
haga,haga
sus,sus
negocyos,negocios
como,como
deseo,deseo
q,que
no,no
le,le
tengo,tengo
mayor,mayor
pa,para
el,el
byen,bien
de,de
los,los
myos,míos
q,que
el,el
q,que
deseare,desearé
syenpre,siempre
a,a
los,los
de,de
vm,vm
q,que
no,no
ay,hay
dya,día
q,que
no,no
me,me
acuerde,acuerde
de,de
lo,lo
q,que
devo,debo
a,a
vm,vm
pues,pues
por,por
su,su
mano,mano
me,me
dyo,dio
dyos,dios
todo,todo
lo,lo
q,que
le,le
puede,puede
suplycar,suplicar
toda,toda
my,mi
byda,vida
el,él
se,se
la,la
de,dé
a,a
vm,vm
y,y
le,le
gde,guarde
como,como
deseo,deseo
cuyas,cuyas
ms,manos
besa,besa
don,don
ju,juan
y,y
no,no
escryve,escribe
a,a
vm,vm
por,por
qdar,quedar
en,en
la,la
cama,cama
de,de
un,un
corrymyento,corrimiento
q,que
le,le
a,ha
pretado,apretado
con,con
un,un
arryero,arriero
q,que
se,se
partyra,partirá
la,la
semana,semana
q,que
byene,viene
lo,lo
hara,hará
yo,yo
enbyare,enviaré
a,a
vm,vm
sesynas,cecinas
q,que
por,por
ser,ser
d,de
esta,esta
tyerra,tierra
y,y
enbyadas,enviadas
de,de
tan,tan
buena,buena
boluntad,voluntad
se,sé
q,que
las,las
rrezyvyra,recibirá
vm,vm
con,con
ella,ella
a,a
my,mi
ahyjado,ahijado
beso,beso
las,las
ms,manos
y,y
las,las
de,de
su,su
hrno,hermano
mys,mis
muchachos,muchachos
las,las
de,de
vm,vm
de,de
toro,toro
a,a
xxiii,xxiii
de,de
julyo,julio
doña,doña
teresa,teresa
de,de
saavedra,saavedra
y,y
çuñyga,zúñiga
nuestro,nuestro
señor,señor
fue,fue
servido,servido
de,de
q,que
llegassemos,llegásemos
a,a
cartajena,cartagena
con,con
tanta,tanta
salud,salud
como,como
su,su
magestad,majestad
pudo,pudo
darnos,darnos
de,de
su,su
larga,larga
mano,mano
despues,después
de,de
ser,ser
el,el
viaje,viaje
tan,tan
largo,largo
y,y
tan,tan
cansado,cansado
y,y
de,de
tanta,tanta
ventura,ventura
por,por
ser,ser
el,el
tiempo,tiempo
que,que
hera,era
tan,tan
recio,recio
y,y
las,las
nabes,naves
tan,tan
abiertas,abiertas
como,como
de,de
tres,tres
años,años
dadas,dadas
carena,carena
y,y
de,de
dos,dos
cargadas,cargadas
en,en
resolucion,resolución
no,no
quiera,quiera
vm,vm
saber,saber
mas,más
del,del
viaje,viaje
de,de
q,que
todo,todo
el,el
tiempo,tiempo
q,que
turo,duró
no,no
se,se
alargo,alargó
la,la
bonba,bomba
de,de
la,la
mano,mano
con,con
ser,ser
la,la
nabe,nave
en,en
q,que
veniamos,veníamos
q,que
no,no
avia,había
hecho,hecho
mas,más
de,de
un,un
biaje,viaje
cada,cada
momento,momento
estabamos,estábamos
aguardando,aguardando
como,cómo
nos,nos
aviamos,habíamos
de,de
ver,ver
ir,ir
a,a
fondo,fondo
digo,digo
la,la
nave,nave
con,con
todo,todo
lo,lo
que,que
era,era
mercaduria,mercaduría
que,que
las,las
personas,personas
nunca,nunca
entendimos,entendimos
perder,perder
la,la
vida,vida
porque,porque
yendo,yendo
en,en
flota,flota
se,se
socorren,socorren
unas,unas
a,a
otras,otras
aunque,aunque
una,una
nabe,nave
vimos,vimos
irse,irse
a,a
fondo,fondo
con,con
la,la
su,su
mercaduria,mercaduría
y,y
si,si
la,la
gente,gente
no,no
pusiera,pusiera
la,la
diligencia,diligencia
que,que
puso,puso
mucha,mucha
d,de
ella,ella
se,se
ahogava,ahogaba
lo,lo
que,que
fue,fue
comida,comida
lo,lo
pasamos,pasamos
bien,bien
que,que
vendito,bendito
sea,sea
dios,dios
sobro,sobró
de,de
todo,todo
del,del
viaje,viaje
vizcocho,bizcocho
y,y
gallinas,gallinas
que,que
comimos,comimos
algunos,algunos
dias,días
y,y
otros,otros
muchos,muchos
vastimentos,bastimentos
que,que
d,de
el,el
dinero,dinero
que,que
vm,vm
nos,nos
embio,envió
rehicimos,rehicimos
el,el
matalotaje,matalotaje
tomamos,tomamos
las,las
islas,islas
de,de
matalino,matalino
donde,donde
nos,nos
recalamos,recalamos
y,y
tomamos,tomamos
el,el
agua,agua
que,que
la,la
nave,nave
hacia,hacía
por,por
donde,donde
fuimos,fuimos
algo,algo
descansados,descansados
hasta,hasta
llegar,llegar
a,a
cartagena,cartagena
adonde,adonde
al,al
presente,presente
estamos,estamos
y,y
somos,somos
veçinos,vecinos
por,por
lo,lo
menos,menos
por,por
un,un
año,año
porque,porque
tome,tomé
luego,luego
casa,casa
que,que
me,me
cuesta,cuesta
trecientos,trescientos
y,y
cincuenta,cincuenta
pesos,pesos
no,no
pude,pude
pasar,pasar
adelante,adelante
por,por
el,el
preñez,preñez
de,de
mari,mari
gomez,gómez
que,que
esta,está
en,en
dias,días
de,de
parir,parir
dios,dios
la,la
alumbre,alumbre
y,y
la,la
de,dé
salud,salud
que,que
mucho,mucho
me,me
ato,ató
los,los
pies,pies
y,y
las,las
manos,manos
en,en
estar,estar
preñada,preñada
ya,ya
fue,fue
dios,dios
servido,servido
de,de
que,que
ansi,así
fuese,fuese
sirvase,sírvase
con,con
todo,todo
puse,puse
mi,mi
tienda,tienda
de,de
mi,mi
mercaduria,mercaduría
vase,vase
vendiendo,vendiendo
bien,bien
solo,sólo
le,le
quiero,quiero
decir,decir
a,a
vm,vm
q,que
si,si
mari,mari
gomez,gómez
se,se
quedara,quedara
y,y
lo,lo
que,que
gaste,gaste
en,en
el,el
viaje,viaje
truxera,trujera
empleado,empleado
que,que
yo,yo
fuera,fuera
en,en
este,este
nabio,navío
de,de
aviso,aviso
a,a
españa,españa
y,y
tornarame,tornárame
en,en
la,la
flota,flota
de,de
nueba,nueva
espana,españa
con,con
mi,mi
empleo,empleo
donde,donde
no,no
ubiera,hubiera
menester,menester
mas,más
en,en
dias,días
de,de
los,los
dos,dos
viajes,viajes
gaste,gasté
mucho,mucho
en,en
el,el
camino,camino
que,que
cierto,cierto
que,que
no,no
me,me
puse,puse
en,en
cartajena,cartagena
con,con
mas,más
de,de
mill,mil
y,y
seiscientos,seiscientos
ducados,ducados
de,de
gasto,gasto
desde,desde
el,el
dia,día
que,que
sali,salí
de,de
sancta,santa
olalla,olalla
hasta,hasta
verme,verme
en,en
cartajena,cartagena
y,y
de,de
lo,lo
poco,poco
que,que
empleo,empleo
que,que
seran,serán
hasta,hasta
mill,mil
ducados,ducados
escasos,escasos
vendido,vendido
aqui,aquí
si,si
viniera,viniera
solo,solo
bolbiera,volviera
en,en
este,este
nabio,navío
a,a
espana,españa
y,y
tornara,tornara
a,a
empleallo,emplearlo
q,que
yo,yo
hallo,hallo
esto,esto
por,por
una,una
de,de
las,las
mayores,mayores
ganancias,ganancias
que,que
se,se
pueden,pueden
buscar,buscar
en,en
los,los
tratos,tratos
q,que
yo,yo
hallo,hallo
por,por
mi,mi
cuenta,cuenta
que,que
en,en
algunas,algunas
cosas,cosas
de,de
las,las
que,que
truxe,truje
q,que
gane,gané
mas,más
de,de
treçientos,trescientos
por,por
çiento,ciento
y,y
en,en
la,la
que,que
menos,menos
ciento,ciento
por,por
ciento,ciento
de,de
suerte,suerte
que,que
hasta,hasta
aora,ahora
vendito,bendito
sea,sea
dios,dios
me,me
ba,va
sucediendo,sucediendo
vien,bien
plega,plega
a,a
dios,dios
que,que
siempre,siempre
me,me
suçeda,suceda
ansi,así
y,y
como,como
yo,yo
lo,lo
deseo,deseo
y,y
mis,mis
hijos,hijos
lo,lo
an,han
menester,menester
esta,ésta
fue,fue
la,la
ora,hora
que,que
yo,yo
me,me
ubiera,hubiera
entrado,entrado
en,en
el,el
reino,reino
con,con
algun,algún
empleo,empleo
si,si
mari,mari
gomez,gómez
entendiera,entendiera
que,que
no,no
avia,había
de,de
parir,parir
en,en
el,el
tretanto,entretanto
lo,lo
haze,hace
ast,hasta
aora,ahora
bien,bien
que,que
en,en
el,el
viaje,viaje
ha,ha
hecho,hecho
todo,todo
lo,lo
que,que
a,ha
podido,podido
y,y
entiendo,entiendo
que,que
lo,lo
hara,hará
siempre,siempre
porque,porque
todo,todo
lo,lo
que,que
haze,hace
lo,lo
haze,hace
con,con
aficion,afición
juana,juana
esta,está
buena,buena
aunque,aunque
no,no
deja,deja
de,de
acordarse,acordarse
de,de
su,su
ruismundo,ruismundo
todos,todos
los,los
demas,demás
estamos,estamos
buenos,buenos
desde,desde
juanillo,juanillo
hasta,hasta
el,el
mayor,mayor
que,que
cierto,cierto
que,que
diçe,dice
cosas,cosas
que,que
espanta,espanta
porque,porque
todo,todo
que,que
oyo,oyó
a,a
los,los
marineros,marineros
lo,lo
tiene,tiene
en,en
la,la
cabeza,cabeza
queira,quiera
dios,dios
que,que
algun,algún
dia,día
vm,vm
le,le
oyga,oiga
deçir,decir
algo,algo
que,que
es,es
muy,muy
donoso,donoso
mas,más
que,que
ninguno,ninguno
de,de
sus,sus
ermanos,hermanos
digo,digo
esta,está
muy,muy
grande,grande
y,y
sabe,sabe
dios,dios
lo,lo
que,que
le,le
importara,importara
averse,haberse
qdado,quedado
debajo,debajo
de,de
su,su
mano,mano
de,de
vm,vm
porque,porque
yo,yo
no,no
puedo,puedo
acudirle,acudirle
todas,todas
las,las
vezes,veces
a,a
castigarle,castigarle
tengole,téngole
puesto,puesto
al,al
escuela,escuela
trabajare,trabajaré
en,en
el,él
todo,todo
lo,lo
que,que
pudiere,pudiere
hasta,hasta
que,que
este,esté
en,en
edad,edad
de,de
embiarsele,enviársele
a,a
vm,vm
como,como
lo,lo
tengo,tengo
prometido,prometido
y,y
vm,vm
por,por
su,su
carta,carta
me,me
lo,lo
tiene,tiene
mandado,mandado
y,y
si,si
no,no
se,se
le,le
haze,hace
de,de
mal,mal
a,a
mari,mari
gomez,gómez
y,y
propio,propio
le,le
llebare,llevaré
siendo,siendo
dios,dios
servido,servido
y,y
sera,será
antes,antes
aun,aún
del,del
tiempo,tiempo
que,que
quede,quede
a,a
la,la
señora,señora
doña,doña
leonor,leonor
mari,mari
gomez,gómez
y,y
io,yo
la,la
besamos,besamos
las,las
manos,manos
y,y
lucia,lucía
y,y
los,los
demas,demás
se,se
le,le
encomiendan,encomiendan
mucho,mucho
y,y
si,si
alguna,alguna
buena,buena
nueba,nueva
ay,hay
del,del
señor,señor
pero,pero
diaz,díaz
vm,vm
nos,nos
la,la
escriba,escriba
que,que
nos,nos
holgaremos,holgaremos
d,de
ella,ella
tanto,tanto
como,como
de,de
todo,todo
nuestro,nuestro
bien,bien
la,la
carta,carta
que,que
venia,venía
para,para
el,el
lcdo,licenciado
soto,soto
no,no
la,la
hemos,hemos
podido,podido
hallar,hallar
y,y
ansi,así
no,no
nos,nos
hemos,hemos
dado,dado
a,a
conozer,conocer
aunque,aunque
vibimos,vivimos
uno,uno
en,en
frente,frente
de,de
otro,otro
no,no
se,sé
que,qué
se,se
pudo,pudo
hazer,hacer
vm,vm
haga,haga
porque,porque
se,se
escriba,escriba
otra,otra
en,en
la,la
primer,primer
ocasion,ocasión
porque,porque
es,es
hombre,hombre
que,que
bale,vale
en,en
esta,esta
ciudad,ciudad
y,y
nos,nos
podia,podía
aprobechar,aprovechar
algun,algún
dia,día
al,al
senor,señor
dotor,doctor
tribino,tribino
y,y
a,a
la,la
señora,señora
conception,concepción
y,y
al,al
señor,señor
licenciado,licenciado
diego,diego
gomez,gómez
y,y
al,al
señor,señor
fran,francisco
gomez,gómez
besamos,besamos
las,las
manos,manos
q,que
todavia,todavía
tenemos,tenemos
esperança,esperanza
de,de
vernos,vernos
y,y
tratarnos,tratarnos
siendo,siendo
dios,dios
servido,servido
al,al
señor,señor
fran,francisco
el,el
rubio,rubio
escribo,escribo
un,un
ringlon,renglón
escrivire,escribiré
a,a
todos,todos
esos,esos
señores,señores
en,en
la,la
flota,flota
muy,muy
largo,largo
q,que
aora,ahora
no,no
pudo,pudo
ser,ser
porque,porque
la,la
ocasion,ocasión
de,de
ir,ir
este,este
aviso,aviso
aora,ahora
fue,fue
aribar,arribar
aqui,aquí
la,la
capitana,capitana
de,de
los,los
galeones,galeones
donde,donde
llebaban,llevaban
la,la
plata,plata
y,y
el,el
oro,oro
todo,todo
destroçado,destrozado
y,y
sin,sin
arboles,árboles
y,y
ba,va
tan,tan
deprisa,deprisa
que,que
a,a
nadie,nadie
da,da
lugar,lugar
a,a
que,que
escriba,escriba
nuestro,nuestro
señor,señor
guarde,guarde
a,a
vm,vm
y,y
le,le
de,dé
la,la
salud,salud
que,que
todos,todos
aca,acá
le,le
deseamos,deseamos
para,para
que,que
tiniendola,teniéndola
nos,nos
escriba,escriba
de,de
la,la
vida,vida
d,de
esos,esos
dos,dos
angelitos,angelitos
que,que
a,ha
hecho,hecho
dios,dios
y,y
si,si
a,ha
sido,sido
su,su
boluntad,voluntad
de,de
que,que
esten,estén
bibas,vivas
que,que
cierto,cierto
que,que
desde,desde
aca,acá
hazemos,hacemos
cuenta,cuenta
d,de
ellas,ellas
como,como
si,si
las,las
tubieramos,tuviéramos
presente,presente
de,de
la,la
casa,casa
vm,vm
procure,procure
que,que
no,no
se,se
venda,venda
antes,antes
si,si
ser,ser
puede,puede
se,se
entienda,entienda
que,que
tiene,tiene
dueño,dueño
para,para
lo,lo
que,que
es,es
el,el
hazella,hacerla
reparar,reparar
aunque,aunque
yo,yo
entiendo,entiendo
q,que
el,el
que,que
bibe,vive
en,en
lla,ella
lo,lo
hara,hará
porque,porque
es,es
hombre,hombre
honrado,honrado
y,y
amigo,amigo
esta,esta
ciudad,ciudad
es,es
muy,muy
cara,cara
de,de
comida,comida
y,y
de,de
bibienda,vivienda
no,no
se,sé
si,si
asistire,asistiré
aqui,aquí
pasado,pasado
el,el
año,año
yo,yo
me,me
remito,remito
a,a
como,como
me,me
fuere,fuere
si,si
me,me
ba,va
bien,bien
estareme,estaré
quedo,quedo
y,y
si,si
no,no
pasare,pasaré
adelante,adelante
compre,compré
luego,luego
docientas,doscientas
botijas,botijas
de,de
bino,vino
en,en
mill,mil
y,y
cien,cien
pesos,pesos
creo,creo
que,que
me,me
ira,irá
bien,bien
en,en
ellas,ellas
y,y
todo,todo
el,el
caudal,caudal
hechara,echará
en,en
vino,vino
si,si
no,no
se,se
fuera,fuera
encareçiendo,encareciendo
quierome,quiérome
ir,ir
poco,poco
a,a
poco,poco
hasta,hasta
conocer,conocer
la,la
tierra,tierra
que,que
en,en
conociendola,conociéndola
yo,yo
me,me
entendere,entenderé
dios,dios
guarde,guarde
a,a
vm,vm
y,y
le,le
de,dé
la,la
salud,salud
que,que
yo,yo
deseo,deseo
de,de
cartajena,cartagena
y,y
de,de
marco,marzo
5,5
de,de
1599,1599
años,años
p,pedro
nuñez,núñez
a,a
la,la
señora,señora
maria,maría
y,y
catalina,catalina
de,de
sandobal,sandoval
besamos,besamos
mill,mil
bezes,veces
las,las
manos,manos
y,y
que,que
dios,dios
se,se
lo,lo
perdone,perdone
que,que
no,no
me,me
dexo,dejó
comprar,comprar
aquellas,aquellas
tocas,tocas
en,en
casa,casa
de,de
vm,vm
que,que
cada,cada
cien,cien
reales,reales
que,que
enpleara,empleara
me,me
baliera,valiera
mill,mil
porque,porque
a,ha
sido,sido
cosa,cosa
de,de
ver,ver
lo,lo
q,que
valen,valen
oy,hoy
dia,día
las,las
bugerias,bujerías
y,y
cosas,cosas
de,de
poco,poco
bolumem,volumen
si,si
bolviere,volviere
por,por
alla,allá
sabre,sabré
ya,ya
en,en
lo,lo
que,que
tengo,tengo
de,de
emplear,emplear
rene,rene
a,ha
bisto,visto
este,este
papel,papel
y,y
desea,desea
en,en
estremo,extremo
servir,servir
a,a
vmd,vm
sienpre,siempre
queria,quería
hazer,hacer
sus,sus
cosas,cosas
de,de
forma,forma
que,que
le,le
servir,servir
sustentase,sustentase
a,a
quien,quien
tiene,tiene
por,por
tan,tan
hr,hermano
y,y
amigo,amigo
como,como
a,a
vmd,vm
y,y
que,que
en,en
ningun,ningún
tienpo,tiempo
tubiese,tuviese
causa,causa
de,de
perder,perder
la,la
md,merced
que,que
en,en
esto,esto
rescive,recibe
a,a
esta,esta
causa,causa
no,no
da,da
lo,lo
que,que
por,por
este,este
papel,papel
se,se
pide,pide
sin,sin
fiador,fiador
para,para
en,en
caso,caso
neszesario,necesario
escusar,excusar
enojo,enojo
con,con
quien,quien
tanto,tanto
como,como
a,a
vmd,vm
quiere,quiere
dandole,dándole
fiador,fiador
y,y
haziendose,haciéndose
la,la
escriptura,escritura
de,de
la,la
forma,forma
que,que
este,este
papel,papel
rrefiere,refiere
dara,dará
luego,luego
lo,lo
qe,que
se,se
pide,pide
y,y
deseara,deseará
servir,servir
siempre,siempre
en,en
quanto,cuanto
puede,puede
a,a
vmd,vm
como,como
lo,lo
desea,desea
y,y
ansi,así
supca,suplica
no,no
enfade,enfade
esto,esto
que,que
dize,dice
pues,pues
es,es
justo,justo
por,por
las,las
dhas,dichas
causas,causas
padre,padre
los,los
casos,casos
de,de
la,la
fortuna,fortuna
so,son
de,de
muchas,muchas
maneras,maneras
asi,así
q,que
lo,lo
que,que
hos,os
ha,ha
acaescido,acaecido
tomaldo,tomadlo
co,con
patietia,paciencia
y,y
regonoce,reconoced
vra,vuestra
vida,vida
pensa,pensad
que,que
dios,dios
lo,lo
ha,ha
permetido,permitido
asi,así
para,para
q,que
os,os
emedeys,enmendéis
mira,mirad
en,en
lo,lo
que,que
le,le
deservis,deservís
y,y
pcurad,procurad
en,en
serville,servirle
no,no
fieys,fiéis
de,de
la,la
mocedad,mocedad
porq,porque
ta,tan
viejo,viejo
soys,sois
para,para
lo,lo
q,que
toca,toca
al,al
morir,morir
como,como
huno,uno
de,de
cien,cien
anyos,años
guarda,guardad
q,que
es,es
humo,humo
nra,nuestra
vida,vida
y,y
de,de
adversidades,adversidades
ni,ni
psperidades,prosperidades
no,no
agays,hagáis
caso,caso
mucho,mucho
quisiera,quisiera
hablaros,hablaros
enpero,empero
mi,mi
indispusicio,indisposición
me,me
causa,causa
no,no
poder,poder
como,como
por,por
joha,johan
ferrer,ferrer
sabreys,sabréis
quiero,quiero
daros,daros
hu,un
cosejo,consejo
y,y
pagar,pagar
sinco,cinco
sueldos,sueldos
que,que
hos,os
determineys,determinéis
en,en
huna,una
de,de
dos,dos
cossas,cosas
o,o
de,de
tornarhos,tornaros
a,a
vro,vuestro
monesterio,monasterio
y,y
esto,esto
creho,creo
que,que
hos,os
seria,sería
mas,más
sano,sano
para,para
el,el
alma,alma
q,que
es,es
todo,todo
nro,nuestro
bie,bien
q,que
todo,todo
lo,lo
demas,demás
es,es
vento,viento
o,o
si,si
todavia,todavía
quereys,queréis
pseguir,proseguir
vro,vuestro
estudio,estudio
hos,os
vays,vais
a,a
paris,parís
o,o
en,en
italia,italia
y,y
q,que
estudiens,estudiéis
muy,muy
bie,bien
porq,porque
n,no
os,os
acaesca,acaezca
lo,lo
q,que
agora,ahora
pidos,pídoos
por,por
merçed,merced
pcureys,procuréis
en,en
serviros,serviros
del,del
juhizio,juicio
q,que
dios,dios
os,os
dio,dio
porq,porque
es,es
bueno,bueno
y,y
asi,así
si,si
no,no
os,os
servis,servís
d,de
l,él
teneys,tenéis
mas,más
culpa,culpa
q,que
otro,otro
mira,mirad
q,que
andando,andando
como,como
is,is
no,no
servis,servís
a,a
dios,dios
y,y
vays,vais
co,con
mucho,mucho
menoscabo,menoscabo
de,de
vra,vuestra
horra,honra
n,no
os,os
fatigueys,fatiguéis
por,por
lo,lo
que,que
hos,os
a,ha
acaesido,acaecido
q,que
las,las
fortunas,fortunas
por,por
las,las
gentes,gentes
passa,pasan
el,el
porq,porqué
dios,dios
lo,lo
sabe,sabe
y,y
si,si
hobre,hombre
quiere,quiere
mirar,mirar
en,en
ello,ello
quando,cuando
viene,viene
alguna,alguna
psequcio,prosecución
poco,poco
mas,más
o,o
menos,menos
vehe,ve
la,la
causa,causa
d,de
ella,ella
hazeldo,hacedlo
vos,vos
assi,así
q,que
lo,lo
mesmo,mismo
conocereys,conoceréis
y,y
podreys,podréis
poner,poner
en,en
ello,ello
remedio,remedio
y,y
pdona,perdonad
porq,porque
n,no
os,os
veo,veo
pues,pues
hos,os
digo,digo
ariba,arriba
la,la
causa,causa
y,y
ago,hago
fin,fin
comendadome,encomendándome
a,a
v,vuestra
r,reverencia
de,de
torrente,torrente
a,a
xv,xv
de,de
julio,julio
any,año
1538,1538
vro,vuestro
herno,hermano
q,que
mucho,mucho
os,os
ama,ama
joha,johan
luis,luis
argente,argente
el,el
señor,señor
rene,rene
genele,genele
sastre,sastre
de,de
sus,sus
altezas,altezas
presta,presta
a,a
jurado,jurado
de,de
toledo,toledo
treçientos,trescientos
duccados,ducados
para,para
se,se
los,los
pagar,pagar
plaços,plazos
obligase,oblígase
a,a
los,los
pagar,pagar
el,él
y,y
su,su
muger,mujer
y,y
de,de
los,los
bolber,volver
al,al
dho,dicho
señor,señor
rene,rene
en,en
esta,esta
corte,corte
o,o
donde,donde
estubiere,estuviere
la,la
corte,corte
de,de
su,su
magd,majestad
al,al
tiempo,tiempo
de,de
la,la
paga,paga
sometiendose,sometiéndose
a,a
los,los
alcaldes,alcaldes
de,de
corte,corte
con,con
quinientos,quinientos
mrs,maravedís
de,de
salarios,salarios
dia,día
para,para
la,la
persona,persona
que,que
los,los
fuere,fuere
a,a
cobrar,cobrar
de,de
los,los
se,se
ocupare,ocupare
la,la
yda,ida
estada,estada
y,y
buelta,vuelta
hipothecara,hipotecará
cassas,casas
principales,principales
y,y
tres,tres
açessorias,accesorias
la,la
parrochia,parroquia
sn,san
miguel,miguel
y,y
el,el
offiçio,oficio
de,de
jurado,jurado
que,que
vale,vale
mill,mil
ducados,ducados
y,y
este,este
preçio,precio
se,se
a,ha
bendido,vendido
otro,otro
la,la
semana,semana
pasada,pasada
dar,dar
poder,poder
en,en
causa,causa
propia,propia
para,para
renunçiarle,renunciarle
y,y
benderle,venderle
llegado,llegado
el,el
plazo,plazo
no,no
pagare,pagaré
jurara,jurará
forma,forma
q,que
con,con
su,su
persona,persona
y,y
bienes,bienes
no,no
ay,hay
obligaçion,obligación
ni,ni
hipotheca,hipoteca
ni,ni
expressa,expresa
si,si
no,no
es,es
la,la
de,de
los,los
quinientos,quinientos
escudos,escudos
le,le
presto,prestó
el,el
dho,dicho
sr,señor
rene,rene
por,por
septiembre,septiembre
de,de
ochenta,ochenta
y,y
nueve,nueve
y,y
otra,otra
favor,favor
de,de
diego,diego
sirvendo,sirvendo
de,de
treinta,treinta
y,y
cinco,cinco
mil,mil
y,y
ansimismo,asimismo
jurara,jurará
q,que
los,los
dhos,dichos
bienes,bienes
son,son
suyos,suyos
propios,propios
y,y
que,que
valen,valen
las,las
cassas,casas
dos,dos
mill,mil
y,y
quios,quinientos
duccados,ducados
y,y
mas,más
bea,vea
vm,vm
señor,señor
rene,rene
este,este
papel,papel
comuniquele,comuníquele
con,con
su,su
y,y
si,si
vm,vm
no,no
reçivio,recibió
los,los
dias,días
pasados,pasados
la,la
escritura,escritura
los,los
quinientos,quinientos
escudos,escudos
porque,porque
benia,venía
sin,sin
obligarse,obligarse
a,a
ma,madrid
y,y
sin,sin
someterse,someterse
con,con
salario,salario
como,como
vm,vm
apunto,apuntó
otro,otro
dia,día
se,se
podra,podrá
haçer,hacer
aora,ahora
con,con
esta,esta
d,de
estotros,estotros
haçiendome,haciéndome
vm,vm
md,merced
d,de
ellos,ellos
y,y
si,si
no,no
la,la
hiçiere,hiciere
tanbien,también
se,se
hara,hará
por,por
la,la
orden,orden
que,que
ariba,arriba
digo,digo
y,y
es,es
todo,todo
servire,serviré
a,a
vm,vm
como,como
debo,debo
vm,vm
me,me
avise,avise
lo,lo
que,que
